Date,Temperature_High,Temperature_Low,Precipitation,Wind_Speed,Visibility,Weather_Condition
2019-12-15,9.4,-5.5,0.19,14.0,8.6,Clear
2019-12-16,33.6,24.7,0.0,3.0,10.0,Clear
2019-12-17,39.4,26.4,0.02,2.6,9.6,Clear
2019-12-18,29.8,13.4,0.03,2.8,9.2,Clear
2019-12-19,27.8,9.8,0.0,1.8,9.6,Clear
2019-12-20,45.4,30.0,0.0,3.4,9.8,Clear
2019-12-21,31.4,11.6,0.0,34.1,10.0,Windy
2019-12-22,42.1,26.2,0.0,4.6,9.8,Clear
2019-12-23,25.0,10.6,0.03,10.5,9.1,Clear
2019-12-24,31.4,16.1,0.27,4.7,8.9,Clear
2019-12-25,35.0,14.6,0.0,11.2,10.0,Clear
2019-12-26,32.2,22.6,0.0,8.9,9.8,Clear
2019-12-27,36.7,21.7,0.06,14.2,9.6,Clear
2019-12-28,45.8,32.4,0.03,3.6,9.8,Clear
2019-12-29,29.9,19.0,0.01,12.7,9.0,Clear
2019-12-30,37.1,23.8,0.0,9.3,9.7,Clear
2019-12-31,14.7,-0.5,0.0,5.8,9.7,Clear
2020-01-01,25.1,12.2,0.0,17.2,9.5,Clear
2020-01-02,29.5,15.6,0.0,7.7,10.0,Clear
2020-01-03,40.8,26.0,0.08,1.4,9.8,Clear
2020-01-04,11.7,0.1,0.0,7.8,9.8,Clear
2020-01-05,31.3,18.8,0.0,7.4,9.9,Clear
2020-01-06,21.4,9.2,0.0,5.9,9.8,Clear
2020-01-07,21.5,13.0,0.0,1.2,10.0,Clear
2020-01-08,36.2,20.1,0.05,16.5,9.2,Clear
2020-01-09,33.6,17.3,0.06,4.9,9.8,Clear
2020-01-10,29.7,7.5,0.05,11.5,9.8,Clear
2020-01-11,38.4,22.1,0.0,7.4,9.8,Clear
2020-01-12,44.0,31.5,0.0,13.9,9.6,Clear
2020-01-13,33.2,22.1,0.01,14.7,9.9,Clear
2020-01-14,33.1,29.7,0.0,7.0,9.8,Clear
2020-01-15,23.7,10.9,0.0,11.3,9.8,Clear
2020-01-16,25.9,2.6,0.11,32.3,8.6,Windy
2020-01-17,37.4,26.4,0.14,9.5,9.4,Clear
2020-01-18,30.7,13.2,0.23,10.5,9.5,Clear
2020-01-19,40.6,27.6,0.03,14.8,9.8,Clear
2020-01-20,26.1,13.1,0.08,1.0,8.7,Clear
2020-01-21,27.0,15.8,0.0,18.4,10.0,Clear
2020-01-22,45.7,33.4,0.01,2.3,9.6,Clear
2020-01-23,42.3,33.3,0.0,13.7,9.8,Clear
2020-01-24,41.5,36.9,0.16,13.5,9.3,Clear
2020-01-25,24.9,5.7,0.17,19.0,9.2,Clear
2020-01-26,29.1,7.1,0.06,29.3,9.8,Windy
2020-01-27,41.9,23.1,0.0,3.5,9.9,Clear
2020-01-28,35.3,24.6,0.03,6.7,9.9,Clear
2020-01-29,49.3,37.5,0.0,6.8,9.9,Clear
2020-01-30,27.4,14.7,0.0,17.5,9.0,Clear
2020-01-31,39.7,27.3,0.0,9.8,9.9,Clear
2020-02-01,19.8,2.1,0.0,19.0,6.4,Clear
2020-02-02,36.5,26.5,0.02,3.5,9.2,Clear
2020-02-03,43.0,29.5,0.01,10.7,9.7,Clear
2020-02-04,48.2,28.2,0.45,3.8,8.9,Clear
2020-02-05,45.6,48.5,0.13,11.3,8.9,Clear
2020-02-06,43.3,32.5,0.06,1.7,8.2,Clear
2020-02-07,33.9,20.3,0.0,7.2,9.7,Clear
2020-02-08,25.6,13.0,0.04,23.4,9.9,Windy
2020-02-09,30.0,15.3,0.27,11.4,9.1,Clear
2020-02-10,48.7,30.7,0.02,5.2,9.7,Clear
2020-02-11,50.2,35.1,0.0,6.0,10.0,Clear
2020-02-12,31.9,18.6,0.09,2.4,9.7,Clear
2020-02-13,53.5,45.9,0.24,4.9,7.9,Clear
2020-02-14,45.0,29.7,0.05,4.1,9.5,Clear
2020-02-15,43.5,25.5,0.1,15.7,9.7,Clear
2020-02-16,39.8,21.8,0.15,4.7,9.5,Clear
2020-02-17,51.1,36.4,0.0,5.2,9.9,Clear
2020-02-18,32.9,13.3,0.0,7.8,9.9,Clear
2020-02-19,30.6,17.7,0.0,2.4,9.9,Clear
2020-02-20,53.6,36.5,0.0,10.9,9.2,Clear
2020-02-21,40.1,28.2,0.02,14.2,9.7,Clear
2020-02-22,44.3,27.7,0.0,2.2,9.9,Clear
2020-02-23,60.4,40.4,0.0,4.9,10.0,Clear
2020-02-24,44.7,29.9,0.15,13.4,9.5,Clear
2020-02-25,50.9,34.6,0.0,8.9,10.0,Clear
2020-02-26,42.6,25.5,0.14,6.6,9.4,Clear
2020-02-27,55.1,50.8,0.0,8.9,9.9,Clear
2020-02-28,49.8,34.1,0.01,11.4,9.7,Clear
2020-02-29,46.1,20.7,0.09,7.5,9.5,Clear
2020-03-01,43.8,25.3,0.0,12.3,10.0,Clear
2020-03-02,58.2,42.9,0.0,5.6,9.9,Clear
2020-03-03,59.8,45.9,0.0,7.5,9.8,Clear
2020-03-04,49.3,31.0,0.0,12.0,9.9,Clear
2020-03-05,58.6,47.3,0.16,4.8,9.6,Clear
2020-03-06,64.0,49.0,0.01,19.8,9.1,Clear
2020-03-07,45.9,31.7,0.42,37.1,9.1,Windy
2020-03-08,41.5,21.8,0.0,2.3,9.9,Clear
2020-03-09,75.7,52.2,0.0,24.0,9.5,Windy
2020-03-10,43.0,20.8,0.02,4.4,8.9,Clear
2020-03-11,63.1,47.8,0.0,3.2,9.9,Clear
2020-03-12,55.6,40.5,0.0,13.6,10.0,Clear
2020-03-13,52.1,36.6,0.0,6.3,9.9,Clear
2020-03-14,53.2,41.5,0.0,9.6,9.8,Clear
2020-03-15,65.8,40.6,0.0,18.4,9.9,Clear
2020-03-16,50.7,29.8,0.01,22.8,8.7,Windy
2020-03-17,50.9,34.0,0.09,11.3,9.7,Clear
2020-03-18,56.2,40.6,0.01,11.7,9.8,Clear
2020-03-19,57.3,37.5,0.0,7.3,9.9,Clear
2020-03-20,67.7,51.8,0.0,5.9,10.0,Clear
2020-03-21,70.9,55.4,0.07,7.3,8.4,Clear
2020-03-22,57.8,44.4,0.0,1.3,9.9,Clear
2020-03-23,67.7,50.7,0.0,4.1,10.0,Clear
2020-03-24,65.7,54.4,0.0,15.3,9.7,Clear
2020-03-25,59.6,51.9,0.0,6.3,9.6,Clear
2020-03-26,65.4,46.5,0.0,5.2,9.9,Clear
2020-03-27,79.6,61.8,0.0,21.6,10.0,Windy
2020-03-28,73.5,59.2,0.03,17.9,8.9,Clear
2020-03-29,78.4,66.8,0.06,8.4,9.6,Clear
2020-03-30,50.4,31.9,0.26,13.9,9.3,Clear
2020-03-31,90.6,75.4,0.0,19.7,9.7,Clear
2020-04-01,30.8,21.2,0.0,9.2,9.4,Clear
2020-04-02,57.1,43.9,0.0,5.1,9.9,Clear
2020-04-03,59.8,45.8,0.03,21.3,9.9,Windy
2020-04-04,79.5,54.4,0.0,6.0,9.3,Clear
2020-04-05,60.7,46.2,0.06,12.9,9.5,Clear
2020-04-06,65.2,60.7,0.0,11.0,9.7,Clear
2020-04-07,77.7,71.7,0.11,10.2,9.7,Clear
2020-04-08,73.3,56.7,0.0,11.6,9.8,Clear
2020-04-09,67.5,54.7,0.02,25.1,10.0,Windy
2020-04-10,66.1,57.2,0.0,2.3,9.8,Clear
2020-04-11,60.0,45.3,0.0,6.1,10.0,Clear
2020-04-12,77.4,55.3,0.0,2.6,9.8,Clear
2020-04-13,77.3,61.7,0.0,8.0,10.0,Clear
2020-04-14,72.3,62.2,0.38,8.0,8.7,Clear
2020-04-15,60.7,46.6,0.22,3.3,8.3,Clear
2020-04-16,68.3,49.0,0.0,1.1,10.0,Clear
2020-04-17,76.5,65.1,0.0,28.7,9.8,Windy
2020-04-18,93.2,79.1,0.02,13.7,9.5,Clear
2020-04-19,66.5,49.2,0.0,6.2,9.9,Clear
2020-04-20,83.8,75.1,0.0,7.5,9.9,Clear
2020-04-21,81.6,75.3,0.0,9.0,9.8,Clear
2020-04-22,74.4,57.2,0.07,2.6,7.8,Clear
2020-04-23,78.3,61.4,0.0,13.7,9.6,Clear
2020-04-24,54.0,40.8,0.0,2.5,9.8,Clear
2020-04-25,80.7,69.6,0.0,10.1,10.0,Clear
2020-04-26,53.5,35.1,0.0,7.5,9.1,Clear
2020-04-27,69.8,45.7,0.0,12.8,9.3,Clear
2020-04-28,72.7,66.1,0.0,1.3,10.0,Clear
2020-04-29,82.0,65.4,0.01,13.4,9.6,Clear
2020-04-30,62.3,53.3,0.11,2.0,9.6,Clear
2020-05-01,98.5,83.8,0.0,20.0,10.0,Clear
2020-05-02,82.7,70.0,0.12,2.2,9.5,Clear
2020-05-03,62.6,49.1,0.0,4.9,9.9,Clear
2020-05-04,67.2,53.1,0.0,7.4,9.8,Clear
2020-05-05,83.5,66.9,0.01,3.8,9.8,Clear
2020-05-06,86.6,62.8,0.11,9.0,9.6,Clear
2020-05-07,71.9,52.0,0.0,10.2,9.9,Clear
2020-05-08,75.0,64.2,0.0,13.8,9.9,Clear
2020-05-09,80.5,60.0,0.0,6.1,9.9,Clear
2020-05-10,83.5,63.0,0.0,30.4,9.6,Windy
2020-05-11,83.1,78.0,0.06,4.7,9.6,Clear
2020-05-12,75.9,52.0,0.0,19.4,9.9,Clear
2020-05-13,88.1,69.1,0.0,1.1,10.0,Clear
2020-05-14,80.4,62.9,0.0,19.3,10.0,Clear
2020-05-15,86.3,68.0,0.0,8.9,9.8,Clear
2020-05-16,87.5,77.0,0.0,3.5,10.0,Clear
2020-05-17,77.3,61.7,0.0,0.5,9.9,Clear
2020-05-18,99.1,75.1,0.0,2.4,10.0,Clear
2020-05-19,93.5,78.5,0.0,1.8,9.7,Clear
2020-05-20,75.0,68.6,0.0,9.2,10.0,Clear
2020-05-21,86.5,75.1,0.0,14.7,9.4,Clear
2020-05-22,103.9,93.7,0.0,4.1,9.9,Clear
2020-05-23,107.8,86.0,0.0,9.2,10.0,Clear
2020-05-24,87.0,63.0,0.0,13.6,9.7,Clear
2020-05-25,65.7,42.4,0.0,13.0,9.8,Clear
2020-05-26,88.4,78.5,0.0,23.4,10.0,Windy
2020-05-27,81.9,64.8,0.0,6.0,10.0,Clear
2020-05-28,97.2,88.3,0.09,6.6,9.7,Clear
2020-05-29,94.4,86.9,0.0,18.1,10.0,Clear
2020-05-30,86.1,66.9,0.0,1.1,9.3,Clear
2020-05-31,82.9,62.4,0.0,7.2,9.8,Clear
2020-06-01,110.3,94.3,0.0,15.6,9.9,Clear
2020-06-02,87.3,80.5,0.0,16.3,10.0,Clear
2020-06-03,99.5,92.1,0.0,1.0,9.8,Clear
2020-06-04,83.1,65.6,0.0,3.8,9.9,Clear
2020-06-05,82.0,66.2,0.01,12.7,9.4,Clear
2020-06-06,96.5,82.9,0.0,29.9,9.8,Windy
2020-06-07,89.4,66.7,0.0,15.2,9.6,Clear
2020-06-08,76.0,55.1,0.0,4.6,9.8,Clear
2020-06-09,116.0,98.0,0.0,34.1,10.0,Windy
2020-06-10,95.7,76.8,0.0,14.9,9.6,Clear
2020-06-11,95.5,88.0,0.0,4.0,9.9,Clear
2020-06-12,107.1,88.4,0.0,19.6,10.0,Clear
2020-06-13,105.3,88.7,0.0,2.5,10.0,Clear
2020-06-14,83.3,69.0,0.0,14.4,9.5,Clear
2020-06-15,88.3,77.6,0.0,24.1,10.0,Windy
2020-06-16,115.4,96.8,0.0,9.9,10.0,Clear
2020-06-17,78.6,61.9,0.0,6.3,10.0,Clear
2020-06-18,71.3,60.6,0.0,17.3,9.8,Clear
2020-06-19,87.9,78.1,0.0,4.0,9.6,Clear
2020-06-20,98.8,81.5,0.05,2.6,9.4,Clear
2020-06-21,75.6,56.4,0.0,10.4,9.8,Clear
2020-06-22,84.5,73.5,0.0,2.9,9.9,Clear
2020-06-23,90.2,75.1,0.0,5.6,10.0,Clear
2020-06-24,89.4,74.5,0.0,13.6,10.0,Clear
2020-06-25,103.1,77.1,0.0,27.5,10.0,Windy
2020-06-26,81.0,69.8,0.01,3.9,9.8,Clear
2020-06-27,97.0,79.7,0.0,2.0,9.9,Clear
2020-06-28,85.9,80.6,0.0,15.5,9.7,Clear
2020-06-29,100.9,86.7,0.0,13.8,10.0,Clear
2020-06-30,70.3,62.0,0.0,6.0,9.9,Clear
2020-07-01,105.3,85.9,0.0,9.7,10.0,Clear
2020-07-02,99.8,78.2,0.0,7.4,9.9,Clear
2020-07-03,100.0,90.4,0.0,8.1,9.9,Clear
2020-07-04,70.1,57.7,0.0,6.1,10.0,Clear
2020-07-05,83.4,73.9,0.0,8.9,9.8,Clear
2020-07-06,98.5,75.6,0.01,2.7,9.6,Clear
2020-07-07,83.6,65.8,0.0,3.8,9.9,Clear
2020-07-08,72.0,58.4,0.0,20.7,9.8,Windy
2020-07-09,71.3,56.6,0.0,2.1,9.7,Clear
2020-07-10,92.0,75.6,0.0,6.2,9.6,Clear
2020-07-11,98.1,95.0,0.0,14.6,9.9,Clear
2020-07-12,76.5,52.7,0.0,3.2,10.0,Clear
2020-07-13,81.5,64.0,0.0,12.0,9.9,Clear
2020-07-14,101.4,86.2,0.0,3.2,9.9,Clear
2020-07-15,101.0,92.7,0.0,6.1,9.8,Clear
2020-07-16,75.9,59.6,0.0,9.3,10.0,Clear
2020-07-17,80.6,64.9,0.0,29.6,10.0,Windy
2020-07-18,90.0,78.9,0.0,6.1,10.0,Clear
2020-07-19,95.3,81.2,0.0,3.3,9.9,Clear
2020-07-20,90.1,71.1,0.0,15.6,10.0,Clear
2020-07-21,75.2,56.7,0.0,13.4,9.7,Clear
2020-07-22,92.0,74.8,0.0,16.5,9.9,Clear
2020-07-23,81.6,69.5,0.0,15.4,9.7,Clear
2020-07-24,83.8,71.9,0.0,10.3,9.9,Clear
2020-07-25,76.4,57.1,0.0,30.2,9.8,Windy
2020-07-26,76.3,62.1,0.0,22.8,9.6,Windy
2020-07-27,96.2,81.3,0.0,2.1,9.7,Clear
2020-07-28,78.8,63.1,0.0,1.8,9.8,Clear
2020-07-29,78.8,65.3,0.0,6.7,9.9,Clear
2020-07-30,78.0,65.2,0.0,26.3,10.0,Windy
2020-07-31,81.1,67.0,0.0,16.3,9.9,Clear
2020-08-01,88.5,74.1,0.0,1.7,9.9,Clear
2020-08-02,61.1,47.3,0.0,1.4,9.7,Clear
2020-08-03,100.5,81.0,0.0,12.0,9.8,Clear
2020-08-04,78.7,75.2,0.0,6.2,9.8,Clear
2020-08-05,76.2,59.2,0.0,9.3,9.6,Clear
2020-08-06,78.7,58.2,0.0,8.5,10.0,Clear
2020-08-07,84.4,70.6,0.0,2.3,9.1,Clear
2020-08-08,74.5,60.1,0.0,2.5,9.7,Clear
2020-08-09,83.6,68.7,0.0,23.1,9.8,Windy
2020-08-10,63.0,51.3,0.0,4.7,9.9,Clear
2020-08-11,73.2,62.6,0.0,10.4,10.0,Clear
2020-08-12,74.4,56.9,0.0,10.9,9.8,Clear
2020-08-13,78.5,64.2,0.0,4.8,9.9,Clear
2020-08-14,80.9,69.3,0.0,11.9,9.9,Clear
2020-08-15,75.4,61.6,0.0,12.4,9.7,Clear
2020-08-16,70.9,53.3,0.0,2.1,9.3,Clear
2020-08-17,59.2,45.3,0.0,3.3,9.9,Clear
2020-08-18,76.8,63.5,0.0,12.1,9.9,Clear
2020-08-19,70.0,50.3,0.0,2.2,9.7,Clear
2020-08-20,66.9,54.2,0.0,8.6,9.6,Clear
2020-08-21,81.5,74.7,0.0,3.3,9.9,Clear
2020-08-22,61.9,41.9,0.0,13.3,9.8,Clear
2020-08-23,71.8,59.6,0.04,6.2,9.8,Clear
2020-08-24,52.0,32.1,0.0,1.2,9.7,Clear
2020-08-25,78.4,64.7,0.23,10.4,9.1,Clear
2020-08-26,62.9,49.6,0.0,2.1,9.7,Clear
2020-08-27,72.5,61.8,0.0,9.6,9.7,Clear
2020-08-28,60.6,43.7,0.0,1.4,10.0,Clear
2020-08-29,61.2,42.2,0.0,9.5,9.2,Clear
2020-08-30,80.5,66.8,0.0,8.7,10.0,Clear
2020-08-31,71.5,53.6,0.17,4.6,9.1,Clear
2020-09-01,82.0,74.9,0.0,4.3,9.8,Clear
2020-09-02,65.3,41.9,0.0,9.3,9.9,Clear
2020-09-03,76.9,70.6,0.0,6.3,9.9,Clear
2020-09-04,67.0,49.1,0.0,11.7,10.0,Clear
2020-09-05,71.7,54.0,0.0,3.6,10.0,Clear
2020-09-06,73.4,60.9,0.0,3.3,9.9,Clear
2020-09-07,50.4,27.5,0.0,11.1,9.9,Clear
2020-09-08,71.2,54.2,0.0,4.4,10.0,Clear
2020-09-09,63.5,47.9,0.0,7.7,9.8,Clear
2020-09-10,75.5,62.0,0.0,20.4,9.4,Windy
2020-09-11,34.0,24.4,0.0,9.8,9.9,Clear
2020-09-12,76.2,50.5,0.0,5.7,9.6,Clear
2020-09-13,49.0,32.9,0.0,10.1,10.0,Clear
2020-09-14,44.4,30.8,0.0,10.0,9.9,Clear
2020-09-15,58.7,36.0,0.0,3.8,9.9,Clear
2020-09-16,64.0,41.6,0.0,4.9,10.0,Clear
2020-09-17,64.8,57.1,0.0,2.5,9.6,Clear
2020-09-18,60.8,46.1,0.0,1.5,9.8,Clear
2020-09-19,61.8,50.7,0.32,15.8,8.9,Clear
2020-09-20,66.1,45.5,0.0,7.4,9.5,Clear
2020-09-21,69.6,42.8,0.0,8.7,9.9,Clear
2020-09-22,42.0,32.4,0.15,7.4,9.0,Clear
2020-09-23,60.0,50.7,0.0,6.0,9.1,Clear
2020-09-24,49.5,38.3,0.0,6.0,10.0,Clear
2020-09-25,53.5,46.5,0.1,1.7,9.3,Clear
2020-09-26,50.2,41.4,0.0,6.4,9.6,Clear
2020-09-27,58.2,44.9,0.0,10.8,9.4,Clear
2020-09-28,48.3,31.4,0.0,3.6,9.9,Clear
2020-09-29,62.9,51.1,0.0,6.0,9.9,Clear
2020-09-30,38.2,25.4,0.21,1.4,9.5,Clear
2020-10-01,66.7,45.3,0.0,16.0,9.9,Clear
2020-10-02,60.9,49.1,0.0,5.3,9.9,Clear
2020-10-03,40.1,24.0,0.0,1.4,9.3,Clear
2020-10-04,45.1,27.8,0.09,4.6,9.6,Clear
2020-10-05,56.8,47.2,0.0,3.0,9.4,Clear
2020-10-06,62.7,48.1,0.0,14.6,9.9,Clear
2020-10-07,48.1,38.9,0.0,8.0,9.8,Clear
2020-10-08,46.2,27.5,0.08,10.0,9.4,Clear
2020-10-09,41.3,28.3,0.0,17.1,9.8,Clear
2020-10-10,48.3,30.5,0.0,17.5,9.7,Clear
2020-10-11,34.9,27.7,0.25,10.1,9.2,Clear
2020-10-12,41.2,28.5,0.0,9.7,9.6,Clear
2020-10-13,55.8,39.2,0.0,14.9,9.9,Clear
2020-10-14,48.1,36.6,0.0,1.9,9.9,Clear
2020-10-15,37.2,19.6,0.0,7.8,9.6,Clear
2020-10-16,44.6,30.6,0.0,1.9,9.7,Clear
2020-10-17,66.5,50.7,0.0,8.3,9.7,Clear
2020-10-18,45.3,21.7,0.0,36.7,9.8,Windy
2020-10-19,61.5,49.6,0.0,7.3,9.8,Clear
2020-10-20,32.6,14.0,0.0,2.4,9.5,Clear
2020-10-21,56.1,41.1,0.09,13.6,9.2,Clear
2020-10-22,39.4,29.9,0.05,13.6,9.1,Clear
2020-10-23,41.2,19.2,0.0,18.4,9.9,Clear
2020-10-24,46.5,30.2,0.0,1.5,10.0,Clear
2020-10-25,33.3,14.8,0.05,11.5,9.6,Clear
2020-10-26,27.6,19.7,0.21,9.5,9.3,Clear
2020-10-27,41.5,29.2,0.0,25.7,9.9,Windy
2020-10-28,46.2,31.2,0.01,3.0,9.9,Clear
2020-10-29,43.7,19.5,0.0,5.6,9.8,Clear
2020-10-30,45.0,38.6,0.03,14.6,9.7,Clear
2020-10-31,27.5,8.3,0.07,11.5,9.5,Clear
2020-11-01,40.6,21.9,0.0,9.2,9.9,Clear
2020-11-02,39.5,33.2,0.0,4.3,9.7,Clear
2020-11-03,38.9,19.0,0.0,2.6,9.6,Clear
2020-11-04,57.8,41.5,0.0,1.0,10.0,Clear
2020-11-05,37.7,17.7,0.0,6.5,10.0,Clear
2020-11-06,24.3,13.8,0.14,6.5,7.7,Clear
2020-11-07,21.1,9.8,0.09,7.2,9.6,Clear
2020-11-08,30.8,16.2,0.0,2.8,10.0,Clear
2020-11-09,36.9,20.8,0.03,4.0,8.4,Clear
2020-11-10,32.3,14.6,0.02,6.0,9.6,Clear
2020-11-11,36.0,18.2,0.05,12.8,9.8,Clear
2020-11-12,39.7,33.0,0.0,4.6,9.6,Clear
2020-11-13,47.1,26.8,0.0,2.5,9.9,Clear
2020-11-14,31.1,15.0,0.0,11.4,9.9,Clear
2020-11-15,27.8,12.6,0.06,3.0,9.7,Clear
2020-11-16,37.1,22.2,0.0,6.6,10.0,Clear
2020-11-17,45.9,32.1,0.0,6.4,9.9,Clear
2020-11-18,47.1,27.3,0.0,16.7,10.0,Clear
2020-11-19,15.2,-4.9,0.05,2.4,9.7,Clear
2020-11-20,49.6,37.8,0.0,9.0,9.8,Clear
2020-11-21,29.1,11.1,0.0,9.7,10.0,Clear
2020-11-22,38.5,23.8,0.12,14.9,9.7,Clear
2020-11-23,52.0,31.2,0.0,10.4,10.0,Clear
2020-11-24,35.3,23.9,0.0,25.0,9.9,Windy
2020-11-25,29.7,18.1,0.02,2.2,9.8,Clear
2020-11-26,53.2,35.2,0.0,16.2,9.9,Clear
2020-11-27,29.2,16.7,0.0,8.3,10.0,Clear
2020-11-28,35.9,17.0,0.29,1.3,8.2,Clear
2020-11-29,38.8,19.9,0.0,21.7,9.8,Windy
2020-11-30,45.0,27.8,0.01,10.6,9.6,Clear
2020-12-01,29.3,8.0,0.0,5.2,9.6,Clear
2020-12-02,31.6,15.0,0.0,3.0,10.0,Clear
2020-12-03,30.5,14.3,0.02,17.1,9.9,Clear
2020-12-04,47.0,33.2,0.06,15.2,8.9,Clear
2020-12-05,28.8,11.7,0.0,11.7,9.7,Clear
2020-12-06,15.5,0.4,0.04,7.7,9.0,Clear
2020-12-07,41.1,24.5,0.07,6.7,9.3,Clear
2020-12-08,30.2,7.6,0.0,12.8,10.0,Clear
2020-12-09,14.9,-3.4,0.06,1.1,9.4,Clear
2020-12-10,36.5,15.6,0.0,4.3,9.8,Clear
2020-12-11,35.9,21.6,0.0,1.9,9.9,Clear
2020-12-12,35.6,29.9,0.0,7.0,9.2,Clear
2020-12-13,30.7,11.4,0.0,29.0,9.9,Windy
2020-12-14,20.3,5.6,0.0,41.2,9.9,Windy
2020-12-15,27.9,13.5,0.17,9.0,8.6,Clear
2020-12-16,27.1,21.7,0.0,7.4,9.8,Clear
2020-12-17,11.3,0.9,0.0,17.2,9.7,Clear
2020-12-18,25.7,14.9,0.04,13.6,9.8,Clear
2020-12-19,25.2,10.4,0.08,8.5,9.4,Clear
2020-12-20,36.3,21.6,0.0,7.2,9.6,Clear
2020-12-21,22.9,11.3,0.26,11.3,9.1,Clear
2020-12-22,35.3,28.6,0.0,6.9,10.0,Clear
2020-12-23,33.2,15.8,0.07,20.6,9.1,Windy
2020-12-24,22.7,12.1,0.06,13.4,9.2,Clear
2020-12-25,21.6,8.6,0.39,12.4,9.2,Clear
2020-12-26,16.8,-7.7,0.0,7.6,9.9,Clear
2020-12-27,42.2,36.6,0.0,18.6,9.9,Clear
2020-12-28,20.7,4.2,0.13,6.2,9.4,Clear
2020-12-29,9.8,-15.8,0.06,9.4,8.9,Clear
2020-12-30,30.9,16.3,0.0,16.5,9.9,Clear
2020-12-31,29.8,12.3,0.0,9.3,9.7,Clear
2021-01-01,31.3,25.0,0.0,9.4,9.8,Clear
2021-01-02,28.6,23.7,0.0,2.5,9.9,Clear
2021-01-03,26.8,14.8,0.05,22.9,9.5,Windy
2021-01-04,29.0,-1.6,0.07,8.0,9.4,Clear
2021-01-05,30.7,20.9,0.0,24.7,9.7,Windy
2021-01-06,35.4,20.9,0.0,6.8,9.9,Clear
2021-01-07,34.2,15.8,0.01,5.8,9.9,Clear
2021-01-08,38.6,26.8,0.0,8.3,10.0,Clear
2021-01-09,31.0,10.1,0.0,17.0,10.0,Clear
2021-01-10,39.2,15.1,0.0,30.6,9.5,Windy
2021-01-11,20.1,5.1,0.0,4.1,9.8,Clear
2021-01-12,30.9,19.2,0.04,15.3,9.9,Clear
2021-01-13,33.4,17.4,0.0,4.0,9.5,Clear
2021-01-14,31.2,12.6,0.0,21.5,10.0,Windy
2021-01-15,26.0,11.4,0.0,14.4,10.0,Clear
2021-01-16,33.2,22.9,0.0,19.3,9.8,Clear
2021-01-17,22.9,3.6,0.06,8.2,9.7,Clear
2021-01-18,34.9,22.0,0.04,4.5,9.8,Clear
2021-01-19,45.2,32.5,0.07,10.7,9.4,Clear
2021-01-20,23.7,13.6,0.03,9.9,9.7,Clear
2021-01-21,15.0,4.7,0.08,19.2,9.8,Clear
2021-01-22,41.1,26.7,0.0,13.7,9.9,Clear
2021-01-23,49.8,34.4,0.0,1.9,9.8,Clear
2021-01-24,37.8,21.3,0.0,6.7,9.6,Clear
2021-01-25,31.0,7.6,0.03,8.6,9.9,Clear
2021-01-26,23.0,12.1,0.12,15.2,8.9,Clear
2021-01-27,15.6,-6.6,0.0,2.5,9.6,Clear
2021-01-28,24.7,-0.0,0.29,4.3,8.6,Clear
2021-01-29,43.6,23.4,0.13,14.3,9.6,Clear
2021-01-30,39.3,24.0,0.06,11.8,9.2,Clear
2021-01-31,57.3,39.5,0.0,11.2,10.0,Clear
2021-02-01,46.4,33.1,0.01,12.3,9.0,Clear
2021-02-02,42.9,26.8,0.0,28.6,10.0,Windy
2021-02-03,39.1,33.3,0.0,12.6,9.7,Clear
2021-02-04,45.0,25.9,0.21,3.2,9.6,Clear
2021-02-05,46.1,39.7,0.08,6.7,8.4,Clear
2021-02-06,22.7,11.6,0.0,21.4,9.7,Windy
2021-02-07,45.3,39.1,0.02,2.1,9.9,Clear
2021-02-08,35.6,26.7,0.0,8.5,10.0,Clear
2021-02-09,33.2,18.5,0.0,9.7,9.5,Clear
2021-02-10,24.2,-1.9,0.3,19.9,9.2,Clear
2021-02-11,39.5,18.6,0.0,5.7,9.9,Clear
2021-02-12,46.9,37.2,0.0,3.2,10.0,Clear
2021-02-13,34.4,16.7,0.03,5.7,8.2,Clear
2021-02-14,19.7,9.6,0.06,18.5,9.8,Clear
2021-02-15,46.8,33.3,0.05,10.9,9.3,Clear
2021-02-16,52.2,30.4,0.0,8.0,9.5,Clear
2021-02-17,21.8,5.9,0.12,7.0,8.9,Clear
2021-02-18,47.7,35.5,0.03,6.5,9.1,Clear
2021-02-19,47.7,28.7,0.02,6.7,9.9,Clear
2021-02-20,37.9,28.2,0.0,5.5,9.9,Clear
2021-02-21,51.7,37.1,0.07,11.2,9.6,Clear
2021-02-22,63.1,52.4,0.0,7.8,10.0,Clear
2021-02-23,64.5,37.4,0.12,2.8,9.1,Clear
2021-02-24,52.2,49.1,0.09,13.4,9.3,Clear
2021-02-25,47.2,36.2,0.0,7.2,9.9,Clear
2021-02-26,54.3,29.2,0.0,3.8,9.8,Clear
2021-02-27,43.6,34.0,0.06,4.4,9.9,Clear
2021-02-28,46.3,28.2,0.29,8.1,8.9,Clear
2021-03-01,60.5,43.1,0.07,14.1,9.8,Clear
2021-03-02,67.2,50.4,0.04,27.8,8.8,Windy
2021-03-03,64.0,49.1,0.01,1.8,9.3,Clear
2021-03-04,40.1,23.2,0.01,5.4,9.8,Clear
2021-03-05,56.7,41.5,0.13,21.9,9.6,Windy
2021-03-06,51.9,48.7,0.03,6.8,9.9,Clear
2021-03-07,52.3,36.7,0.0,6.2,9.9,Clear
